Mean,StdDev,Peak,Min,Status
9.714236247786435,2.729591079183032,15.793629937644354,5.041937843589762,Normal
9.525896415992621,2.402588293199845,15.413868663003974,5.032626212505513,Normal
9.941480254829104,2.225357141656278,17.0363602396433,5.032626212505513,Normal
10.276037932720012,2.391608334980371,17.0363602396433,5.491490466412524,Normal
10.32556434755346,2.4337423060066876,17.148575079505846,5.491490466412524,Normal
9.918882093352098,2.903733330044315,17.148575079505846,0.42308490756078404,Normal
9.393230232783246,3.0456865556940502,16.95803917434588,0.42308490756078404,Normal
9.890994482989731,2.7343041200646363,15.732629533020692,1.7845358174111399,Normal
10.227196638240237,2.767656306624075,16.501364821050288,3.5465462410270225,Normal
9.898239860640548,3.0294061208180447,16.501364821050288,1.1441262754450503,Normal
9.495111190670258,2.737178301580198,14.47444002359823,1.1441262754450503,Normal
9.576579162279117,2.542451973600301,15.466075492449955,2.1680817900310654,Normal
9.74009637454834,2.467855424320051,15.466075492449955,2.1680817900310654,Normal
9.176514025296774,2.089802923431503,14.41982026883341,5.634386030802358,Normal
9.509656919282586,2.3046937883851326,15.160770105225357,3.913863754320734,Normal
10.125018669749023,2.4553694745637102,15.160770105225357,3.8556067057708714,Normal
9.981505976675596,2.5042228204951,15.420835745378652,3.8556067057708714,Normal
9.51953216018537,2.5510162592945678,15.420835745378652,3.921335924435216,Normal
9.92293857760999,2.50947487804639,14.900830752152107,3.364431848086816,Normal
10.157180388568943,2.701419405785981,15.586525960015944,3.364431848086816,Normal
10.098419132885677,2.5258572523442315,15.586525960015944,3.4521223816194118,Normal
10.258910908225864,2.359023106166532,17.43117984757889,5.900101390486626,Normal
9.434109554695878,2.6287157650602357,17.43117984757889,5.679681288737658,Normal
9.25044051479073,2.3184584112070357,14.321267730303486,4.761817045373549,Normal
10.056278103307871,2.2829462813150747,14.321267730303486,4.761817045373549,Normal
10.001460043543368,2.507240257002131,14.844906617817156,3.477444162093491,Normal
9.952794297079468,2.6439460604721168,16.095570533189328,3.477444162093491,Normal
9.79092576384599,2.5061471503888137,16.095570533189328,5.500137919438484,Normal
9.327396516221205,2.3217533589433215,14.6452924417308,4.807647526405553,Normal
9.962026735917192,2.3300084203454015,14.614291531995708,4.807647526405553,Normal
10.229481410718398,2.4401076242553423,14.614291531995708,3.7331889544560344,Normal
9.982994338214693,2.582894285836015,15.265905810687322,3.7331889544560344,Normal
10.20327163743395,2.6776544444301726,16.824267255914503,3.8729530956335614,Normal
9.901973183729957,2.7417601149922377,16.824267255914503,2.6189125614521838,Normal
9.867567151473038,2.61946953802588,14.483626164815359,2.6189125614521838,Normal
10.276117276184637,2.403881397991264,14.483626164815359,4.790610601514355,Normal
9.73166019629583,2.4902528396881554,14.605488193822099,2.3924549932202526,Normal
9.396841347388513,2.4558301810990573,14.605488193822099,2.3924549932202526,Normal
9.410435290976539,2.3692619717800643,14.766997337834185,4.571232718756965,Normal
9.870670767975245,2.4175215114245763,14.766997337834185,4.571232718756965,Normal
9.940313125194827,2.4141129018272958,15.990602967730705,4.423901496822298,Normal
9.665051649050014,2.242448405903205,15.990602967730705,4.423901496822298,Normal
10.065999070049315,2.564636680210343,16.077593091130367,4.711059994100332,Normal
9.659078908200112,2.601633929494095,16.077593091130367,4.711059994100332,Normal
9.43066058857109,2.231005024165981,15.321486605156823,4.620149600920097,Normal
9.549700132247445,2.409370071372342,13.987710728709981,4.620149600920097,Normal
9.72461801050885,2.2350584984362984,15.490600297757913,4.644645095360134,Normal
9.766538598573739,2.3794069074699573,15.490600297757913,3.0766659340215794,Normal
9.261242706052046,2.45399036172539,14.648297973869068,3.0766659340215794,Normal
9.66031525021878,2.514001094984703,14.943228262472028,4.486562027676009,Normal
9.414659775425065,2.527093527527299,14.943228262472028,2.922246092632068,Normal
8.989000562298205,2.2704403568715548,14.436788067277458,2.922246092632068,Normal
9.711044165744104,2.223751000338349,15.041099385395356,3.717733351481687,Normal
10.027009318152633,2.3074622941986744,15.261059189841555,4.642971907551903,Normal
9.782707617778803,2.411384805555415,15.261059189841555,4.599512830438852,Normal
9.915784266227169,2.486861315506114,15.890702825891559,4.599512830438852,Normal
10.208736647159128,2.4883356219653585,15.890702825891559,3.6670336321860053,Normal
10.099370488126112,2.463576401393727,14.565658509279139,3.6670336321860053,Normal
10.283444846788745,2.419573837360241,16.748218543791456,4.869311043792856,Normal
10.035145712664303,2.55683276025301,16.748218543791456,4.441102905431298,Normal
10.148124444860663,2.705079519673027,15.572980937804658,4.441102905431298,Normal
9.568820709415665,2.612117116693731,15.78747873705849,1.6388449827834366,Bearing Fault
9.893458159157147,2.7063968282668935,16.559047373339375,1.6388449827834366,Bearing Fault
9.973450667624288,2.2758318307004495,16.559047373339375,4.5434530329752985,Bearing Fault
9.61139160564691,2.1435636425364413,15.577423588303365,4.629039298473269,Bearing Fault
9.229589115709937,2.2668226000295406,15.577423588303365,4.431259225145974,Bearing Fault
9.368692963162415,1.9852205206153115,13.397907864136746,4.431259225145974,Bearing Fault
9.714627103157447,1.9299155322425752,14.813615923125147,4.02109711072221,Bearing Fault
9.901981296319818,1.9635290643544705,14.813615923125147,3.8189698189501335,Bearing Fault
9.895729192428636,2.3196639616249404,14.801618073076305,3.8189698189501335,Bearing Fault
9.773132121681988,2.8664768307500985,16.0002735485425,2.28726620762371,Bearing Fault
9.552611633084817,2.7243474687590097,16.0002735485425,2.28726620762371,Bearing Fault
9.565197084638646,2.2690828574304467,15.655611616422716,4.513943591233929,Bearing Fault
9.583655039931212,2.107355478871899,13.61075413128307,4.513943591233929,Bearing Fault
9.757905440541405,2.177368508016979,14.61589156934122,4.961201267249699,Bearing Fault
10.134031537598243,2.18087287611581,14.913297874428965,5.574867108764122,Bearing Fault
9.721032889801924,2.3603051142401648,14.913297874428965,4.176020243313823,Bearing Fault
9.604016122546621,2.647313265544466,15.223295067572217,4.176020243313823,Bearing Fault
9.797333426757245,2.4813630667045845,15.472585329569927,4.913715127926891,Bearing Fault
9.452564386570678,2.1284233091608304,15.472585329569927,4.900229535707227,Bearing Fault
9.475933238762273,2.655882841901773,14.966836916861107,1.096497325936846,Bearing Fault
9.461882516202737,2.7753242068158435,14.726094236527112,1.096497325936846,Bearing Fault
9.779814568035222,2.3587370492630026,15.148339207784856,3.988699386126623,Bearing Fault
10.185150801486756,2.3666702432782616,15.148339207784856,4.262847483156298,Bearing Fault
10.18250061688682,2.317148957427724,14.27611450353532,4.262847483156298,Bearing Fault
10.154510876130413,2.3749163883672035,16.007862525394955,6.233434636552118,Bearing Fault
9.893737480658025,2.3342297644294376,16.007862525394955,5.9932059386930625,Bearing Fault
9.767069011348902,2.515268583861748,15.338586032166544,3.969393512113883,Bearing Fault
9.844411039119313,2.5864357106677494,15.338586032166544,3.969393512113883,Bearing Fault
9.766954567383632,2.5205521019529686,14.483173790330651,3.221286246421235,Bearing Fault
9.748335938074227,2.3902392157921297,14.483173790330651,3.221286246421235,Bearing Fault
9.454658286998846,2.311367174282265,14.484033617849207,1.9464032591258031,Bearing Fault
9.297950745075065,2.4904876342062683,14.484033617849207,1.9464032591258031,Bearing Fault
9.518210711670294,2.280340582821983,13.606553971717265,3.334032916308835,Bearing Fault
9.757837987942207,2.3625101689035954,14.388772708218584,3.334032916308835,Bearing Fault
9.653880992807602,2.4544299012008923,14.388772708218584,4.12396209914563,Bearing Fault
8.974006252035066,2.42253701556774,14.079441172090512,1.7079298622669887,Bearing Fault
8.615503354184685,2.3106650059530027,14.079441172090512,1.7079298622669887,Bearing Fault
9.12129901262708,2.3773084472229953,15.467082459900569,4.348616008605463,Bearing Fault
9.494882297068607,2.456749661109391,15.467082459900569,4.477243432288366,Bearing Fault
9.59919694205293,2.845795917945727,16.63286981873178,2.989600685926432,Bearing Fault
9.777345554391177,2.729542992401766,16.63286981873178,2.989600685926432,Bearing Fault
9.426035425900189,2.1749369170691164,14.025592208059994,4.973531566264182,Bearing Fault
9.239251390982243,2.2344018079395624,13.638820940116254,4.505856756367368,Bearing Fault
9.428120448054969,2.4142105097507027,14.739767632627855,4.505856756367368,Bearing Fault
9.526005670165656,2.650415939573586,15.075970129281197,4.667350528823157,Bearing Fault
9.71881626072535,2.785759324772454,15.075970129281197,4.033164910701338,Bearing Fault
9.859755227641976,2.8335654081196227,16.138490852544873,2.661874214946978,Bearing Fault
9.660436121713847,2.6006705094026468,16.847118244504546,2.661874214946978,Bearing Fault
9.469349583328006,2.296032368642908,16.847118244504546,3.838974727524358,Bearing Fault
9.620425823560561,2.2273397657008305,15.392885031179548,3.838974727524358,Bearing Fault
9.795076004202205,2.4815448554740307,16.501905601535363,5.439047300495327,Bearing Fault
9.735147481546989,2.5117819713244227,16.501905601535363,5.439047300495327,Bearing Fault
9.608552698899373,2.52948254735387,14.595540804876666,3.6899546848041553,Bearing Fault
9.895085429159026,2.736255883419179,15.033940338857118,3.6899546848041553,Bearing Fault
10.251609106791971,2.4793832505992537,16.091580949703587,5.601629778761044,Bearing Fault
9.780694861259422,2.489567697728641,16.091580949703587,4.904217397336628,Bearing Fault
10.133790278607549,2.53744484712426,15.695564045252343,4.904217397336628,Bearing Fault
10.204404649863216,2.5762258582708766,15.695564045252343,4.969163602960283,Bearing Fault
9.292356090110957,2.7523323166198144,15.511678490412296,2.1838991328225412,Bearing Fault
9.394289263058226,2.899702039956769,14.620390196216013,2.1838991328225412,Bearing Fault
9.533976034388397,2.5038570156782423,15.757728587582923,3.6229517541067624,Bearing Fault
9.544472771402067,2.122058427639251,14.16060817610462,4.776113598396067,Rotor Imbalance
9.779735043225452,2.286992053665602,13.924299948064695,1.3930040181458399,Rotor Imbalance
9.823411330170247,2.412955019452072,14.526952189676885,1.3930040181458399,Rotor Imbalance
10.11352901903008,2.107821904225763,15.565790477817686,4.533603382644592,Rotor Imbalance
9.842606458352682,2.2864838626071315,15.565790477817686,3.5755825593674646,Rotor Imbalance
9.248324652256974,2.1011704511296134,13.40926181368028,3.5755825593674646,Rotor Imbalance
9.201016540138376,2.077956572141757,15.536596171731071,3.8985046974898436,Rotor Imbalance
9.361287692524481,2.568708430532869,16.58397292569091,2.8665469917691295,Rotor Imbalance
9.813585477686553,2.6802153132539344,16.58397292569091,2.8665469917691295,Rotor Imbalance
9.764743575474323,2.4851407036431428,15.426900329973265,3.4656923622901794,Rotor Imbalance
9.582885141136256,2.418875678324323,16.09964096556852,4.4732452621392795,Rotor Imbalance
9.473916472350641,2.4499942555452443,16.09964096556852,5.288803717972944,Rotor Imbalance
9.890627969851275,2.428328054627232,14.830935483769688,5.288803717972944,Rotor Imbalance
9.995330905229954,2.389999381143407,15.241865660569752,5.3280623226452875,Rotor Imbalance
9.826832244174172,2.269441046391016,15.241865660569752,4.64131386419675,Rotor Imbalance
9.897952779019814,2.072533125766832,14.588370678144953,4.444636463194795,Rotor Imbalance
9.799996690793064,2.295070067791986,16.37327324228419,4.444636463194795,Rotor Imbalance
10.085460579273938,2.330169520817533,16.37327324228419,4.738667694616678,Rotor Imbalance
10.173399911593947,2.3439392203842915,14.296022365025333,3.465030992923607,Rotor Imbalance
10.509294263186478,2.3640091205269615,16.19824589178978,3.465030992923607,Rotor Imbalance
10.320824575229839,2.5720414141257892,16.19824589178978,2.1598970861969313,Rotor Imbalance
9.718637525453703,2.6727070475767425,17.5876514532001,2.1598970861969313,Rotor Imbalance
9.763967646411794,2.2810178150606544,17.5876514532001,5.208640483210315,Rotor Imbalance
9.736824074448496,2.217680716091246,14.796903375423984,5.058932077770735,Rotor Imbalance
9.879723069302306,2.2688178576690716,14.335505861859964,5.058932077770735,Rotor Imbalance
9.829576739263826,2.463791063186952,15.844591214223005,2.8184029613357873,Rotor Imbalance
9.653889470514315,2.6798809916859834,15.844591214223005,2.8184029613357873,Rotor Imbalance
9.689553485562243,2.43123093318876,14.964477887617772,2.978399963249675,Rotor Imbalance
9.551170706648456,2.2659898603098956,13.972541729184192,3.1405153715947485,Rotor Imbalance
9.564881675195819,2.368621488460864,15.414162223103126,3.1405153715947485,Rotor Imbalance
9.779220394929984,2.2056223294778383,15.414162223103126,3.980391493993111,Rotor Imbalance
9.876486710148548,2.139080545295933,14.85415470702668,5.291055230631256,Rotor Imbalance
10.41308345310406,2.3056389906522154,16.247031861907015,5.291055230631256,Rotor Imbalance
10.53941928895986,2.3763950306739736,16.43725433750508,5.893375619498171,Rotor Imbalance
9.715146100404162,2.398337390754324,16.43725433750508,4.45659681312606,Rotor Imbalance
9.377481437106553,2.500376242593941,15.854734134040546,3.7192769093817812,Rotor Imbalance
9.465415581740025,2.85232066447478,13.948021975059886,1.7675342865983297,Rotor Imbalance
9.598177744021072,2.705114120432912,14.273519134262456,1.7675342865983297,Rotor Imbalance
10.073026552007445,2.4139354215907702,15.330958052693184,4.309095622780423,Rotor Imbalance
10.393145458975848,2.408854852831994,15.434931889191818,5.338634268571615,Rotor Imbalance
9.549933883754939,2.5191615094355257,15.434931889191818,5.00741915079613,Rotor Imbalance
9.20160753755637,2.266557892423022,15.121674550293646,4.535806589799233,Rotor Imbalance
