mean,peak,rms,skewness,kurtosis,dominant_freq,harmonic_ratio,energy,label,fault_type
9.792993699070312,12.926864116737875,9.939556225848044,-0.05559865806857782,1.776806774459173,40.625,1.320011481061718,98.7947779667946,0,normal
9.845268511717869,12.926864116737875,9.993224845897494,-0.05621427206407616,1.7741991708800053,40.625,1.3130026978291431,99.86454282066299,0,normal
9.7838268552536,12.443538761577681,9.908028821909134,0.08276882998199517,1.7709985112197706,40.625,1.2718478102355113,98.16903513578211,0,normal
9.734301929921907,12.443538761577681,9.833016134901728,0.03754223037491653,1.923941682221229,40.625,1.2783185534165478,96.68820630923771,0,normal
9.71354528988947,12.01943667751214,9.804248178871756,-0.1917735474737715,2.0302763965433517,40.625,1.2373892661027484,96.12328235291015,0,normal
9.730849292707145,12.916004695820245,9.860135775608413,-0.09795487902093919,1.9054885126783931,40.625,1.3273255301056033,97.22227751343293,0,normal
9.744295360401173,12.916004695820245,9.894202680566023,-0.13039056116192327,1.978022990704194,40.625,1.3254939652494784,97.89524668411988,0,normal
9.744943409233219,12.835140697085196,9.890161948321133,-0.16986579984459832,1.942839291716374,40.625,1.3171077714955277,97.81530336401926,0,normal
9.781895444643112,12.903291929694316,9.913153607449294,-0.12576055477910042,1.8841533424236743,40.625,1.319099350705142,98.27061444488496,0,normal
9.848724451244735,12.903291929694316,9.94527946414036,-0.11543368666521422,2.103047549325973,40.625,1.3101485368558086,98.90858361985197,0,normal
9.85990447637778,12.291838345324775,9.95459523424559,-0.26111354729106273,2.150566317050558,40.625,1.246648826545266,99.093966277665,0,normal
9.84529020353429,12.291838345324775,9.9631171559462,-0.33510199196167034,1.9610867967457721,40.625,1.2484993424482518,99.2637034631095,0,normal
9.877889639880857,12.594493121630721,10.00457386467735,-0.24833723142737665,1.7048758604334115,40.625,1.2750186103296686,100.09149821378509,0,normal
9.771271170308136,12.708341046740347,9.911218842206289,-0.09021110870755064,1.6603121731768287,40.625,1.3005821684037442,98.23225893810498,0,normal
9.748398351380201,12.708341046740347,9.877127368514413,-0.12831327526992015,1.8725058010718785,40.625,1.3036337446080124,97.55764505385648,0,normal
9.821407495193426,12.387812591803183,9.936375216663725,-0.17126930256428113,1.8794229924642867,40.625,1.2613072614964556,98.73155244632909,0,normal
9.805403384143139,12.573333020557744,9.910193091575719,-0.2280717561024965,1.9145087678747883,40.625,1.2822861567215866,98.2119271123151,0,normal
9.773131949048189,12.573333020557744,9.88769220798091,-0.29792540093622644,1.9130675700751554,40.625,1.286520338219957,97.7664571997664,0,normal
9.778983428191335,12.484353397224908,9.910177067913066,-0.2541692491689502,1.8340151889882619,40.625,1.2766514524643122,98.21160951739003,0,normal
9.787597931464855,12.426613434426827,9.930280092676885,-0.39433231680817454,1.7911277915417534,40.625,1.2696285157442102,98.61046271901482,0,normal
9.808721023911923,12.782297773688029,9.969568694324378,-0.38764942859044227,1.6995853508384042,40.625,1.3031564199376302,99.3922999508527,0,normal
9.848785471277488,12.782297773688029,9.983742618220719,-0.2958325764838128,1.865315573397004,40.625,1.2978552341266536,99.67511666687669,0,normal
9.791072652637489,12.303094091740494,9.900810732355557,-0.34812587854659693,1.937738147626849,40.625,1.2565624348039461,98.02605315792698,0,normal
9.718072008344517,12.020779633548782,9.829856141520063,-0.2919138079825487,1.7317155363213503,40.625,1.2369510766360883,96.62607176297969,0,normal
9.828890030317408,12.001735181663772,9.9422397836701,-0.314494601568104,1.6957401231240654,40.625,1.2210671952422074,98.8481319159925,0,normal
9.873166914223104,12.481574999041108,10.015028318310296,-0.35893963959909403,1.75442541135843,40.625,1.2641916324801903,100.30079221655717,0,normal
9.87549334962048,12.481574999041108,10.02448931632987,-0.25990017738568855,1.6206956742153547,40.625,1.2638938184815627,100.4903860532117,0,normal
9.842252911486522,12.41525009325121,9.97108880218565,-0.2689687727255953,1.6707340229892123,40.625,1.2614235993429757,99.42261190107205,0,normal
9.723765834324498,12.599898720967008,9.839197783272933,-0.19246764149621523,1.7859946910782878,40.625,1.295783849143084,96.809813018363,0,normal
9.735475922542909,12.920571258599539,9.843888246700189,-0.07066703165952776,1.8646991590781843,40.625,1.3271638039473146,96.90213581352214,0,normal
9.723133241494743,12.920571258599539,9.856367274063391,-0.24764004367379785,1.8346263219239587,40.625,1.3288485242040406,97.1479758412278,0,normal
9.731006295385534,12.11223268292766,9.86222590797267,-0.3500649453594894,1.7715373203980311,40.625,1.2447050505630963,97.26349985988736,0,normal
9.746146109477785,11.891991059904981,9.8707209389721,-0.2590230183761291,1.6143795183236664,40.625,1.220173689817808,97.43113185506228,0,normal
9.67964437392883,11.954378698457049,9.823856298378328,-0.22256800291251452,1.5210540676095743,40.625,1.2350018488959151,96.50815257118754,0,normal
9.657833683019444,11.954378698457049,9.790014043552238,-0.33082818988936014,1.706520019626577,40.625,1.237790905374093,95.84437497295005,0,normal
9.748342547509491,11.907402092752292,9.857557173834593,-0.44547946328159105,1.9997922812707738,40.625,1.2214796551024356,97.17143343541785,0,normal
9.794942802574703,12.15985009263237,9.913276964082147,-0.32241583880412317,1.7729674916111244,40.625,1.2414416641040544,98.27306016660175,0,normal
9.790962635018662,12.853799333443648,9.946116959355335,-0.1898896914446797,1.5988983318633314,40.625,1.3128228359763472,98.92524256917582,0,normal
9.692034430892608,12.853799333443648,9.85744992394647,-0.1659086187644994,1.5480924945519328,40.625,1.3262230365663126,97.16931900311226,0,normal
9.695368400898142,12.181005144265235,9.836364402215215,-0.19333538084571872,1.6120662171243554,40.625,1.2563736250740956,96.7540646531667,0,normal
9.791025813479663,12.181005144265235,9.907418392805157,-0.15582049081769325,1.6461456450528316,40.625,1.244098971478065,98.15693921009392,0,normal
9.81824860891426,12.0999977050187,9.923563393181407,-0.31083077051930846,1.8493642189796191,40.625,1.2323987899463837,98.47711041849007,0,normal
9.895078927056177,12.008899646983462,9.994679612414044,-0.35278725949743994,1.9902224689925467,40.625,1.2136234319614623,99.89362055480494,0,normal
9.799494755672617,12.24288784026836,9.931209605768819,-0.26568054933598606,1.8983955643500035,40.625,1.2493386797499269,98.62892423371486,0,normal
9.737139757486055,12.496522528036483,9.89076913575903,-0.14469850647146487,1.6654522117385988,40.625,1.2833874052623075,97.82731409688341,0,normal
9.845685770100099,12.839241612602239,9.996471265031118,-0.05465040969843338,1.51688367254416,40.625,1.3040474693589277,99.92943775259285,0,normal
9.951130346321115,12.930170789921169,10.089713038407718,-0.044864724121672056,1.6493746671471707,40.625,1.2993670407202926,101.80230919741469,0,normal
9.9508287117193,12.930170789921169,10.056574620117216,-0.02793131077543127,1.6754578170509258,40.625,1.29940642779762,101.13469308998572,0,normal
9.824608276564305,12.898610255890048,9.940615521665519,0.01219185861459171,1.7003241191788472,40.625,1.3128879943904217,98.81583694957743,0,normal
9.812990089689057,12.898610255890048,9.953848985248644,0.043666461647589444,1.6274381735182502,40.625,1.3144424011436828,99.07910962113547,0,normal
9.814631010974953,12.40673530122059,9.958171790482103,-0.07766122474360657,1.671279522944058,40.625,1.2641061378005025,99.16518540875353,0,normal
9.84374262889136,12.602323127929278,9.979625069773396,-0.10315832138208397,1.749784999303568,40.625,1.2802369589531417,99.59291653324968,0,normal
9.865737993207585,12.602323127929278,9.977732042099396,0.035023549454218914,1.6985664088917414,40.625,1.2773827093934373,99.55513670393697,0,normal
9.759346232633394,12.270646509220207,9.855069200249568,0.1377907114996886,1.7423299886914378,40.625,1.2573225927972003,97.12238894170765,0,normal
9.692524303754027,12.698009563655983,9.806787890898418,0.22975669653815825,1.7718623105150837,40.625,1.3100828190585911,96.17308873707185,0,normal
9.759997489929088,12.698009563655983,9.890448670161595,0.09796751707118334,1.6697704124900754,40.625,1.3010259046437769,97.82097489710127,0,normal
9.864702672920483,12.31976124929698,9.991143063900562,-0.09475413638454092,1.6594935783305806,40.625,1.248873043392971,99.82293972332833,0,normal
9.861989997688884,12.318318572690515,9.998412410295085,-0.030279739060876193,1.549440078421266,40.625,1.249070276442915,99.96825072634276,0,normal
9.745652812112953,12.215407194257411,9.873987074403907,0.1513326643199682,1.632069005417243,40.625,1.2534211334796146,97.49562074549542,0,normal
9.710685983911649,12.215407194257411,9.814098171923552,0.18777666701763288,1.688591739985216,40.625,1.2579345284664238,96.3165229281532,0,normal
9.7556235848464,12.777565121152469,9.86121359845591,0.18064273829166871,1.727176095001788,40.625,1.3097640566001447,97.24353363437174,0,normal
9.774327199390987,12.777565121152469,9.898699830607923,0.21366761628538522,1.632898464916694,40.625,1.307257764191545,97.98425833647732,0,normal
9.828491968803075,12.582824270859195,9.968785394011839,0.1551124446480323,1.5942981743325881,40.625,1.280239563790532,99.37668223186375,0,normal
9.836809071209018,13.054419216815411,9.974717216363455,0.30552366889262994,1.7486130439549568,40.625,1.3270989730830391,99.49498354641752,0,normal
9.788657072613665,13.191419807443612,9.940045930531907,0.29160373594219946,1.7924314931819152,40.625,1.3476230405854208,98.80451310108393,0,normal
9.801154237130214,13.191419807443612,9.93331449836576,0.2254759611134904,1.8925530150682937,40.625,1.345904725942367,98.67073692344343,0,normal
9.832041895431669,12.745529592759382,9.927231877400487,0.30472149420598804,1.6726709608638215,40.625,1.2963258017321333,98.5499327476764,0,normal
9.756153847190145,12.855987045735901,9.863684869305615,0.22969080729527333,1.6612481614375254,40.625,1.3177310697533264,97.29227920096854,0,normal
9.78105113210759,12.855987045735901,9.910177302803065,0.3074540808808267,1.6966889307921984,40.625,1.314376836609557,98.21161417299304,0,normal
9.878060343163838,12.717450621453953,10.022993584097328,0.16102423171198998,1.5514131994312892,40.625,1.2874441114601136,100.46040038685621,0,normal
9.854125530225023,12.709477504384004,9.993372739718172,0.13587146298412078,1.6141384688667548,40.625,1.2897620864886403,99.86749871494229,0,normal
9.768932676289005,12.709477504384004,9.887769514838633,0.22511055114971534,1.7014185414329157,40.625,1.301009836543581,97.7679859785722,0,normal
9.76567428981717,12.272895858927145,9.871960062424435,0.20559308672215015,1.6731814137827548,40.625,1.2567381928480141,97.45559547410306,0,normal
9.821868641046354,12.527025500106486,9.920702934526737,0.3367711711116489,1.7720431949860855,40.625,1.2754218120730174,98.42034671512742,0,normal
9.892519593172622,12.73950684941092,10.007688147904586,0.3884670072650615,1.916880559127173,40.625,1.287791924941262,100.15382206570992,0,normal
9.99464488118709,12.839529298532373,10.129961297161909,0.2576422170411444,1.724755440948496,40.625,1.2846408703024763,102.6161158819982,0,normal
9.930816336853859,12.839529298532373,10.068952474229768,0.2287742828514741,1.6185052355427225,40.625,1.292897669538415,101.38380392829777,0,normal
9.777042353555135,12.757995616269628,9.898522879717143,0.27026729400959787,1.7322994485251604,40.625,1.3048931522354055,97.98075520028378,0,normal
9.77520345444104,12.890079239098588,9.882402736046,0.27701527095761674,1.898844387709059,40.625,1.318650736956519,97.66188383740948,0,normal
9.842693724773902,13.051796760845871,9.967476155560888,0.26297268463914003,1.8687998450040701,40.625,1.326039103298999,99.35058091167485,0,normal
9.756343342726403,13.051796760845871,9.893982779323142,0.2651150399451605,1.7843122223453105,40.625,1.3377754659050936,97.8908952375429,0,normal
9.81051811370535,13.710498556125044,9.945704853410378,0.4014370488412649,1.9844708342157942,40.625,1.3975305276661587,98.91704503115074,0,normal
9.867128094326922,13.710498556125044,10.005605217964009,0.2450131864449062,1.9549848351925085,40.625,1.3895125739786287,100.11213577774859,0,normal
9.75611743684054,12.784157037841373,9.883733945415953,0.23352161339573754,1.8401816470207821,40.625,1.3103734267862037,97.6881967037676,0,normal
9.731249416247474,12.784157037841373,9.840056064806321,0.32166192982864855,1.9415290520091903,40.625,1.3137220608585685,96.82670335853165,0,normal
9.728507090705836,12.406148401674,9.832110945075595,0.01259349701041991,2.189957955962557,40.625,1.2752366098932342,96.67040563627529,0,normal
9.748463017453046,12.674913781141072,9.858955264843834,0.1544837917572277,2.049158898589408,40.625,1.3001961189624138,97.19899891419196,0,normal
9.781462856979541,12.928278876634025,9.908691931282755,0.2177030990292529,1.9268744143978902,40.625,1.3217122086610062,98.18217578906797,0,normal
9.747385044103403,12.928278876634025,9.879615679205608,0.1507209830834071,2.025839819527808,40.625,1.3263330440049534,97.6068059688053,0,normal
9.74930178005768,12.653118528572296,9.878027079508076,0.1785233862884895,1.953327614462271,40.625,1.2978486884521732,97.57541898349484,0,normal
9.820924128757927,12.91941616344377,9.93604045397586,0.15814851876894523,2.0864522012792808,40.625,1.3154990298329203,98.72489990304481,0,normal
9.874896940241126,12.91941616344377,9.98400068010659,0.25793388465794465,1.989237761330182,40.625,1.308308961767079,99.68026958036883,0,normal
9.86421434670231,12.685232669606084,9.982559839520661,0.23064041238239807,1.9207371876503478,40.625,1.2859850996493059,99.65150094961078,0,normal
9.79050061941901,13.022491296233465,9.91005467034413,0.28169364746721715,2.021907534147865,40.625,1.3301149555523186,98.20918356920949,0,normal
